tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
570243874062503000.00 ,negative,1,Customer Service Issue,1,US Airways,null,JenRomanoff,null,0,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice,null,2015/2/24 7:28,null,Eastern Time (US & Canada)
570242474750423000.00 ,negative,1,Customer Service Issue,1,US Airways,null,JenRomanoff,null,0,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!,null,2015/2/24 7:22,null,Eastern Time (US & Canada)
570242452092813000.00 ,negative,1,Cancelled Flight,1,US Airways,null,OneT_Mat,null,0,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,null,2015/2/24 7:22,Boston. MA,Atlantic Time (Canada)
570242191685234000.00 ,negative,0.6316,Can't Tell,0.3263,US Airways,null,_Justin22_,null,0,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.,null,2015/2/24 7:21,null,Eastern Time (US & Canada)
570241590758920000.00 ,negative,1,Cancelled Flight,1,US Airways,null,yorkshire2002,null,0,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",null,2015/2/24 7:19,Kentucky,Eastern Time (US & Canada)
570240576144211000.00 ,positive,0.3782,null,0,US Airways,null,david_drhealey,null,0,@USAirways see you on board tomorrow,null,2015/2/24 7:15,Central. New Jersey,Hawaii
570239546673238000.00 ,negative,1,Customer Service Issue,0.6527,US Airways,null,_Justin22_,null,0,@USAirways Been on hold for 40 minutes . calling because my flight is delayed.  This type of service in not acceptable.,null,2015/2/24 7:11,null,Eastern Time (US & Canada)
570237453229019000.00 ,negative,1,Customer Service Issue,1,US Airways,null,DocUX,null,0,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full,null,2015/2/24 7:02,USA,Quito
570236495367315000.00 ,negative,0.6842,Customer Service Issue,0.3474,US Airways,null,dgjessee,null,0,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,null,2015/2/24 6:59,Atlanta. United States,Eastern Time (US & Canada)
570236313393373000.00 ,negative,1,Customer Service Issue,0.6378,US Airways,null,david_drhealey,null,0,@USAirways i understand that but i should still be able to view my reservation online....,null,2015/2/24 6:58,Central. New Jersey,Hawaii
570235676916117000.00 ,negative,0.669,Late Flight,0.3365,US Airways,null,Dukestuaff,null,0,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,null,2015/2/24 6:55,Durham. NC,Eastern Time (US & Canada)
570235609933078000.00 ,negative,1,Customer Service Issue,1,US Airways,null,oliviahaymond,null,0,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",null,2015/2/24 6:55,Tampa. Florida,Eastern Time (US & Canada)
570232671353376000.00 ,negative,1,Flight Booking Problems,0.6697,US Airways,null,TheVoiceofBrian,null,1,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather鈥?call back Late Flightr""  #outofbusiness ?",null,2015/2/24 6:43,YouTube.com/VOiceofBrian,Central Time (US & Canada)
570231786824994000.00 ,negative,1,Can't Tell,1,US Airways,null,yorkshire2002,null,0,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.,null,2015/2/24 6:40,Kentucky,Eastern Time (US & Canada)
570231607757381000.00 ,negative,1,Late Flight,1,US Airways,null,MadeleineDay,null,0,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,null,2015/2/24 6:39,St. Louis,Pacific Time (US & Canada)
570230527032229000.00 ,negative,1,Can't Tell,0.6661,US Airways,null,HRKatWrangler,null,0,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,null,2015/2/24 6:35,Hudson Valley. NY,Atlantic Time (Canada)
570229647713148000.00 ,negative,1,Customer Service Issue,1,US Airways,null,lj_verde,null,0,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.,null,2015/2/24 6:31,DC,Eastern Time (US & Canada)
570229176621510000.00 ,negative,1,Lost Luggage,0.663,US Airways,null,mcgarr_ok,null,0,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,null,2015/2/24 6:30,null,null
570226365410230000.00 ,negative,1,Customer Service Issue,0.6391,US Airways,null,gregdarley,null,0,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,null,2015/2/24 6:18,null,Eastern Time (US & Canada)
570226104839090000.00 ,negative,1,Late Flight,0.3516,US Airways,null,MandiBPro,null,0,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,null,2015/2/24 6:17,Jacksonville. FL,Eastern Time (US & Canada)
570225817873227000.00 ,negative,1,Lost Luggage,1,US Airways,null,mcgarr_ok,null,0,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,null,2015/2/24 6:16,null,null
570224746652160000.00 ,negative,1,Customer Service Issue,1,US Airways,null,NicoleCarmellaF,null,0,@USAirways been trying for weeks no use,null,2015/2/24 6:12,null,null
570223944260849000.00 ,negative,1,Can't Tell,1,US Airways,null,mikeyyyyyyy_,null,0,@USAirways should give me free baggage for this mess,null,2015/2/24 6:09,null,Central Time (US & Canada)
570223851570909000.00 ,negative,0.6537,longlines,0.6537,US Airways,null,MandiBPro,null,0,@USAirways Gate traffic #DCA . MY flight arrived 20 early .connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.,null,2015/2/24 6:08,Jacksonville. FL,Eastern Time (US & Canada)
570223460632403000.00 ,negative,1,Bad Flight,0.3474,US Airways,null,PrettyMommy86,null,0,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets,null,2015/2/24 6:07,null,null
570222748615598000.00 ,neutral,1,null,null,US Airways,null,WhatSarahSayzz,null,0,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 馃檹,null,2015/2/24 6:04,null,Pacific Time (US & Canada)
570222481618948000.00 ,negative,1,Customer Service Issue,0.6872,US Airways,null,lmeckPR,null,0,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,null,2015/2/24 6:03,Maryland,Quito
570220968435716000.00 ,positive,0.6991,null,null,US Airways,null,LouiseMcElwee,null,0,@USAirways Waiting on my flight right now . thanks!!,null,2015/2/24 5:57,#yeahTHATgreenville SC,null
570219953741279000.00 ,neutral,1,null,null,US Airways,null,jmkagan,null,0,@USAirways How do I add my TSA Pre number to an existing reservation?,null,2015/2/24 5:53,Washington. DC,Quito
570219138125324000.00 ,neutral,0.6326,null,0,US Airways,null,NicoleCarmellaF,null,0,@USAirways can i please have someone call me 781 879 4505,null,2015/2/24 5:50,null,null
570217639584395000.00 ,positive,0.6983,null,0,US Airways,null,stevan_hicks,null,0,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.,null,2015/2/24 5:44,null,null
570217450874146000.00 ,negative,1,Customer Service Issue,1,US Airways,null,TrevorHam01,null,0,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,null,2015/2/24 5:43,NYC,null
570215793511825000.00 ,neutral,1,null,null,US Airways,null,RockUrHumanity,null,0,@USAirways &amp; @AmericanAir: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks,null,2015/2/24 5:36,East Coast/New England,Eastern Time (US & Canada)
570215234088116000.00 ,negative,0.6452,Late Flight,0.6452,US Airways,null,stevan_hicks,null,0,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,null,2015/2/24 5:34,null,null
570214488739225000.00 ,negative,1,Lost Luggage,1,US Airways,null,kintheusa,null,0,@USAirways can you DM please in regards to update on lost bag please.,null,2015/2/24 5:31,null,null
570213946348560000.00 ,negative,1,Flight Attendant Complaints,0.6547,US Airways,null,cmtodd,null,0,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.,null,2015/2/24 5:29,Miami Beach. Florida USA,Eastern Time (US & Canada)
570213783085432000.00 ,negative,1,Late Flight,1,US Airways,null,stevan_hicks,null,0,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,null,2015/2/24 5:28,null,null
570212087223287000.00 ,positive,1,null,null,US Airways,null,bkusske,null,0,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,null,2015/2/24 5:22,MN,Mountain Time (US & Canada)
570208640520622000.00 ,negative,0.7087,Customer Service Issue,0.7087,US Airways,null,peterbarth,null,0,@USAirways why aren't you updating flight status/delays?,null,2015/2/24 5:08,Greenville. SC,Eastern Time (US & Canada)
570208313163550000.00 ,negative,1,Customer Service Issue,0.3435,US Airways,null,peterbarth,null,0,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,null,2015/2/24 5:07,Greenville. SC,Eastern Time (US & Canada)
570208172289474000.00 ,negative,1,Late Flight,0.3666,US Airways,null,peterbarth,null,0,@USAirways nope . they just announced we're headed back to the gate.,null,2015/2/24 5:06,Greenville. SC,Eastern Time (US & Canada)
570206113783795000.00 ,negative,1,Late Flight,1,US Airways,null,peterbarth,null,0,@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu,null,2015/2/24 4:58,Greenville. SC,Eastern Time (US & Canada)
570205604314255000.00 ,negative,1,Customer Service Issue,0.6552,US Airways,null,Danye33,null,0,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,null,2015/2/24 4:56,null,Eastern Time (US & Canada)
570205370649604000.00 ,negative,0.6771,Late Flight,0.3437,US Airways,null,peterbarth,null,0,@USAirways 5203 and we're just sitting 20 feet from an open gate,null,2015/2/24 4:55,Greenville. SC,Eastern Time (US & Canada)
570204219191504000.00 ,negative,1,Flight Booking Problems,0.3663,US Airways,null,Danye33,null,0,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,null,2015/2/24 4:50,null,Eastern Time (US & Canada)
570203789963218000.00 ,negative,0.663,Can't Tell,0.663,US Airways,null,jbatchelor88,null,0,@USAirways what's wrong with the plane? Flt 581,null,2015/2/24 4:49,millville.nj,null
570203037823836000.00 ,negative,1,Can't Tell,0.6617,US Airways,null,eatmyshorts2263,null,0,@USAirways @united two broken airplanes . two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. 馃憤,null,2015/2/24 4:46,Carmen SanDiego,Eastern Time (US & Canada)
570199481943261000.00 ,negative,1,Lost Luggage,1,US Airways,null,bcruz1028,null,0,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,null,2015/2/24 4:32,null,null
570197883716300000.00 ,negative,1,Flight Attendant Complaints,0.6875,US Airways,null,suetrio,null,0,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,null,2015/2/24 4:25,null,null
570197868813918000.00 ,negative,1,Flight Attendant Complaints,0.6706,US Airways,null,ucbearcatdad,null,0,"@USAirways asked her why needed to take yellow tag off. She said . ""because I told you to!"" Expect a personal apology from her- unacceptable!",null,2015/2/24 4:25,null,null
570196428364111000.00 ,negative,1,Can't Tell,0.678,US Airways,null,ucbearcatdad,null,0,@USAirways  . since jan 22 have been on 10 flights. Why the disrespect in CLT . flt #2063 at 2:50pm on 18feb to DCA? just asked herba question,null,2015/2/24 4:19,null,null
570195970610348000.00 ,negative,0.6421,Flight Booking Problems,0.6421,US Airways,null,hiphop_hokie,null,0,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,null,2015/2/24 4:18,Richmond. VA,null
570192366272970000.00 ,neutral,1,null,null,US Airways,null,meathead1974,null,0,@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,null,2015/2/24 4:03,Charlotte. NC,null
570190931321757000.00 ,negative,1,Customer Service Issue,1,US Airways,null,mikejmarsh,null,0,@USAirways I've been on hold for 41min. Just trying to change my reservation.,null,2015/2/24 3:58,null,null
570185347453329000.00 ,neutral,1,null,null,US Airways,null,ToxicLayge,null,0,@USAirways I am a UK citizen. Is there a UK number I could try?,null,2015/2/24 3:35,null,London
570184073139912000.00 ,negative,1,Late Flight,0.3491,US Airways,null,McClainTweets,null,0,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,null,2015/2/24 3:30,Cleveland. Ohio,Eastern Time (US & Canada)
570181464773562000.00 ,negative,1,Customer Service Issue,0.6789,US Airways,null,ToxicLayge,null,0,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service,null,2015/2/24 3:20,null,London
570177698166923000.00 ,negative,0.6739,Can't Tell,0.3478,US Airways,null,MLasichak,null,0,@USAirways nope not yet...,null,2015/2/24 3:05,Crofton. Maryland,null
570157409458642000.00 ,negative,1,Lost Luggage,1,US Airways,null,yorkshire2002,null,0,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.,null,2015/2/24 1:44,Kentucky,Eastern Time (US & Canada)
570157210183069000.00 ,negative,1,Lost Luggage,1,US Airways,null,yorkshire2002,null,0,@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today . I'm supposed to have it delivered. Pathetic,null,2015/2/24 1:44,Kentucky,Eastern Time (US & Canada)
570156989541687000.00 ,negative,1,Can't Tell,1,US Airways,null,yorkshire2002,null,0,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,null,2015/2/24 1:43,Kentucky,Eastern Time (US & Canada)
570156777297350000.00 ,negative,0.7109,Can't Tell,0.7109,US Airways,null,yorkshire2002,null,0,@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.,null,2015/2/24 1:42,Kentucky,Eastern Time (US & Canada)
570151995472027000.00 ,negative,0.6469,Can't Tell,0.3371,US Airways,null,NoDoubtMom,null,0,@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,null,2015/2/24 1:23,Durham. NC,Eastern Time (US & Canada)
570151703410053000.00 ,negative,1,Can't Tell,0.6222,US Airways,null,NoDoubtMom,null,0,@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.,null,2015/2/24 1:22,Durham. NC,Eastern Time (US & Canada)
570133607223840000.00 ,positive,0.6606,null,null,US Airways,null,cusefan4ever,null,0,@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,null,2015/2/24 0:10,Oswego. NY,Eastern Time (US & Canada)
570125976195219000.00 ,negative,0.3469,Customer Service Issue,0.3469,US Airways,null,EmilyClapp,null,0,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.,null,2015/2/23 23:39,DC,null
570120432453615000.00 ,negative,1,Customer Service Issue,1,US Airways,null,SLKToday,null,0,@USAirways it doesn't take 6 days to respond to an already open case!,null,2015/2/23 23:17,Manchester,null
570119853312311000.00 ,positive,1,null,null,US Airways,null,GrahamHaigh,null,0,@usairways great crew for flight 504 PHX to YVR tonight! Friendly . efficient. Awesome job.,null,2015/2/23 23:15,Vancouver. Canada,Pacific Time (US & Canada)
570114300888678000.00 ,negative,1,Customer Service Issue,1,US Airways,null,Allmyvacations,null,0,@USAirways are people going to answer our calls?,null,2015/2/23 22:53,Stafford VA,null
570114273021534000.00 ,negative,1,Late Flight,0.3541,US Airways,null,medrisy,null,0,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail,null,2015/2/23 22:53,null,null
570110504254857000.00 ,negative,1,Can't Tell,0.6507,US Airways,null,medrisy,null,0,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,null,2015/2/23 22:38,null,null
570110280635588000.00 ,positive,0.6647,null,0,US Airways,null,mydulcebella,null,0,@USAirways Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out,null,2015/2/23 22:37,Pennsylvania,Eastern Time (US & Canada)
570109961511895000.00 ,negative,1,Late Flight,1,US Airways,null,medrisy,null,0,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,null,2015/2/23 22:36,null,null
570109219078152000.00 ,negative,1,Can't Tell,0.3474,US Airways,null,CicilyGray,null,0,@USAirways yes but again valuable time has been lost,null,2015/2/23 22:33,null,null
570108987284197000.00 ,negative,1,Customer Service Issue,0.357,US Airways,null,jpkansara,null,0,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.,null,2015/2/23 22:32,Washington.D.C.,null
570108377029685000.00 ,negative,1,Late Flight,0.6405,US Airways,null,jakenemmasmom,null,0,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,null,2015/2/23 22:30,null,null
570106579879645000.00 ,negative,1,Lost Luggage,0.7128,US Airways,null,mydulcebella,null,0,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,null,2015/2/23 22:22,Pennsylvania,Eastern Time (US & Canada)
570105696219308000.00 ,negative,1,Late Flight,1,US Airways,null,CicilyGray,null,0,@USAirways can't get back lost time,null,2015/2/23 22:19,null,null
570104704241307000.00 ,negative,1,Late Flight,0.6534,US Airways,null,CicilyGray,null,0,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired,null,2015/2/23 22:15,null,null
570104544622981000.00 ,negative,1,Can't Tell,1,US Airways,null,worldwideweg,null,0,@USAirways - thanks however I feel like the system has failed me -- what is the solution?,null,2015/2/23 22:14,null,null
570101746590093000.00 ,negative,1,Lost Luggage,1,US Airways,null,jakenemmasmom,null,0,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,null,2015/2/23 22:03,null,null
570098159076171000.00 ,positive,1,null,null,US Airways,null,cookyvonne,null,0,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,null,2015/2/23 21:49,null,null
570097596913623000.00 ,negative,1,Customer Service Issue,0.6574,US Airways,null,miguellem90,null,0,@USAirways thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400 . plus 600 for new 1,null,2015/2/23 21:47,cheektowaga. ny,Eastern Time (US & Canada)
570091270334509000.00 ,negative,1,Lost Luggage,1,US Airways,null,StretfordGoose,null,0,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,null,2015/2/23 21:22,Porkhampton. England,London
570085837821632000.00 ,negative,1,Flight Attendant Complaints,0.3425,US Airways,null,worldwideweg,null,0,@USAirways  Instead of fair treatment . I got a nasty letter from a lady in senior management that illness forfeits miles like death.,null,2015/2/23 21:00,null,null
570085644015419000.00 ,negative,1,Customer Service Issue,0.6619,US Airways,null,worldwideweg,null,0,@USAirways  A few years ago I lost over 50 .000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.,null,2015/2/23 20:59,null,null
570085487261700000.00 ,negative,1,Customer Service Issue,1,US Airways,null,worldwideweg,null,0,@USAirways  I've never been treated this badly,null,2015/2/23 20:59,null,null
570085423801888000.00 ,negative,1,Customer Service Issue,0.6518,US Airways,null,worldwideweg,null,0,@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.,null,2015/2/23 20:58,null,null
570085229576265000.00 ,negative,1,Customer Service Issue,0.6645,US Airways,null,worldwideweg,null,0,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.,null,2015/2/23 20:58,null,null
570085132251598000.00 ,negative,1,Flight Booking Problems,0.6737,US Airways,null,worldwideweg,null,0,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,null,2015/2/23 20:57,null,null
570084871101661000.00 ,neutral,0.6626,null,0,US Airways,null,worldwideweg,null,0,@USAirways  My tweet gets me a response to email dmsc@usairways.com,null,2015/2/23 20:56,null,null
570084707548958000.00 ,neutral,0.6556,null,0,US Airways,null,worldwideweg,null,0,@USAirways The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,null,2015/2/23 20:56,null,null
570084406204997000.00 ,negative,1,Customer Service Issue,1,US Airways,null,worldwideweg,null,0,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,null,2015/2/23 20:54,null,null
570084337099673000.00 ,negative,1,Flight Booking Problems,0.6601,US Airways,null,worldwideweg,null,0,@USAirways  Instead . the miles are credited to an account that i did not open -- My request to merge the accounts is denied,null,2015/2/23 20:54,null,null
570084217301962000.00 ,negative,1,Can't Tell,0.6631,US Airways,null,mydulcebella,null,0,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.,null,2015/2/23 20:54,Pennsylvania,Eastern Time (US & Canada)
570084200235335000.00 ,negative,1,Customer Service Issue,0.6452,US Airways,null,worldwideweg,null,0,@USAirways  I open the credit card and earn 44 .000+ miles . and you wont' credit the miles to my account to restore the forfeited miles,null,2015/2/23 20:53,null,null
570083998380232000.00 ,negative,1,Flight Booking Problems,1,US Airways,null,worldwideweg,null,0,@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card,null,2015/2/23 20:53,null,null
570083761582428000.00 ,negative,0.6764,Flight Booking Problems,0.6764,US Airways,null,worldwideweg,null,0,@USAirways  - I had 20 .748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I,null,2015/2/23 20:52,null,null
570083548364992000.00 ,negative,1,Customer Service Issue,1,US Airways,null,worldwideweg,null,0,@usairways - It's all automated and no one cares to understand the problem I'm having,null,2015/2/23 20:51,null,null
570083458925490000.00 ,negative,1,Late Flight,1,US Airways,null,premiyerx,null,0,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),null,2015/2/23 20:51,Dallas. TX ,null
570083021099032000.00 ,negative,1,Lost Luggage,0.6667,US Airways,null,mydulcebella,null,0,@USAirways Houston hub Aa T. Employee the bag is not here . It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo,null,2015/2/23 20:49,Pennsylvania,Eastern Time (US & Canada)
570082431304392000.00 ,negative,1,Customer Service Issue,0.6785,US Airways,null,McClainTweets,null,0,@USAirways charged my card 11 times for one airline ticket . now card is on security hold,null,2015/2/23 20:46,Cleveland. Ohio,Eastern Time (US & Canada)
570082420936052000.00 ,negative,0.6898,Customer Service Issue,0.6898,US Airways,null,chuckbaker5,null,0,@USAirways not yet. But we will see shortly.,null,2015/2/23 20:46,null,null
570081545211375000.00 ,negative,1,Can't Tell,0.6563,US Airways,null,RoxyShepherd,null,0,@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,null,2015/2/23 20:43,New Orleans. LA,Atlantic Time (Canada)
570081206412431000.00 ,negative,0.6281,Late Flight,0.6281,US Airways,null,CicilyGray,null,0,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,null,2015/2/23 20:42,null,null
570079855821389000.00 ,negative,1,Can't Tell,0.3592,US Airways,null,lmeckPR,null,0,@USAirways membership has no privileges anymore - my son is in the army . short window to see him - NO help.,null,2015/2/23 20:36,Maryland,Quito
570079508797243000.00 ,negative,1,Customer Service Issue,1,US Airways,null,lmeckPR,null,0,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.,null,2015/2/23 20:35,Maryland,Quito
570078379421990000.00 ,negative,0.6564,Customer Service Issue,0.3544,US Airways,null,tracee28,null,0,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,[29.99135326. -95.52122091],2015/2/23 20:30,Knoxville,Eastern Time (US & Canada)
570078355770339000.00 ,negative,0.6551,Lost Luggage,0.6551,US Airways,null,hhagerty,null,0,@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!,null,2015/2/23 20:30,Denver. CO,Mountain Time (US & Canada)
570078280591781000.00 ,negative,1,Flight Booking Problems,0.3562,US Airways,null,lmeckPR,null,0,@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses,null,2015/2/23 20:30,Maryland,Quito
570078102551834000.00 ,negative,1,Can't Tell,0.3416,US Airways,null,KinnaneCallum,null,0,@USAirways yeah I know that but that doesn't get me my money back does it . everytime I fly with you something bad happens.,null,2015/2/23 20:29,null,null
570078049779081000.00 ,positive,0.6806,null,null,US Airways,null,__RWG__,null,0,BY THE GRACE OF GOD . I MADE IT! 鈥淍USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.鈥? . .2015-02-23 20:29:33 -0800 . .Mountain Time (US & Canada) 570077991436484609 .negative .0.6915 .Can't Tell .0.3617 .US Airways . .mcgarr_ok . .0 .@USAirways Everyone is sorry.  Don't have what I need for meeting tomorrow.  140 charac. isn't nearly enough to highlight your shortcomings . .2015-02-23 20:29:19 -0800 . . 570076827135246336 .negative .1.0 .Can't Tell .0.3596 .US Airways . .KyleHanagami . .0 .@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight. . .2015-02-23 20:24:41 -0800 .Los Angeles," CA""",Pacific Time (US & Canada),null,null
570075916430397000.00 ,negative,1,Customer Service Issue,1,US Airways,null,retardedlarry,null,0,@USAirways if it was so important . why did I wait on hold and then get hung up on by your computer?  #disappointed,null,2015/2/23 20:21,null,null
570075866748694000.00 ,neutral,0.6667,null,null,US Airways,null,caneryilmz,null,0,@USAirways thank u i wiil write after call  travel agency,null,2015/2/23 20:20,null,null
570075456302649000.00 ,negative,1,Can't Tell,0.6136,US Airways,null,CicilyGray,null,0,@USAirways terrible service,null,2015/2/23 20:19,null,null
570074662086045000.00 ,negative,1,Customer Service Issue,1,US Airways,null,worldwideweg,null,0,@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65 .000 miles from my Dividend Miles and no live person .,null,2015/2/23 20:16,null,null
570074077383102000.00 ,negative,1,Customer Service Issue,0.3581,US Airways,null,__RWG__,null,0,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,null,2015/2/23 20:13,null,Mountain Time (US & Canada)
570073507465469000.00 ,negative,1,Customer Service Issue,0.6813,US Airways,null,worldwideweg,null,0,@USAirways - No live person to speak with all day at Dividend Miles . after they wrongfully took over 65 .000 miles out of my account.,null,2015/2/23 20:11,null,null
570073473952968000.00 ,negative,1,Lost Luggage,1,US Airways,null,mcgarr_ok,null,0,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,null,2015/2/23 20:11,null,null
570072227942674000.00 ,negative,1,Customer Service Issue,1,US Airways,null,lmeckPR,null,0,@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service. #socialtantrum,null,2015/2/23 20:06,Maryland,Quito
570071350133579000.00 ,negative,1,Can't Tell,0.678,US Airways,null,elysebeme,null,0,@USAirways yes . but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/,null,2015/2/23 20:02,null,null
